library,function,line,file
tensorflow.compat.v1.reshape,tf.reshape,48,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\bargavj\EvaluatingDPML\core\classifier.py
tensorflow.compat.v1.reshape,tf.reshape,56,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\bargavj\EvaluatingDPML\core\classifier.py
tensorflow.compat.v1.reshape,tf.reshape,72,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\bargavj\EvaluatingDPML\core\classifier.py
core.privacy_accountant.accountant,accountant,92,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\bargavj\EvaluatingDPML\core\classifier.py
tensorflow_privacy.privacy.optimizers.dp_optimizer.DPAdamGaussianOptimizer,dp_optimizer.DPAdamGaussianOptimizer,99,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\bargavj\EvaluatingDPML\core\classifier.py
tensorflow_privacy.privacy.analysis.compute_dp_sgd_privacy_lib.compute_dp_sgd_privacy,compute_dp_sgd_privacy_lib.compute_dp_sgd_privacy,95,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\bargavj\EvaluatingDPML\core\privacy_accountant.py
tensorflow_privacy.privacy.analysis.compute_dp_sgd_privacy_lib.compute_dp_sgd_privacy,compute_dp_sgd_privacy_lib.compute_dp_sgd_privacy,111,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\bargavj\EvaluatingDPML\core\privacy_accountant.py
aix360.algorithms.rbm.FeatureBinarizer,FeatureBinarizer,44,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\dkober123\sample_apps\apps\dash-aix360-heart\modeling.py
aix360.algorithms.rbm.LogisticRuleRegression,LogisticRuleRegression,48,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\dkober123\sample_apps\apps\dash-aix360-heart\modeling.py
shape_utils.shapes_to_mask,shape_utils.shapes_to_mask,82,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\dkober123\sample_apps\apps\dash-image-segmentation\shapes_to_segmentations.py
shapes_to_segmentations.label_to_colors,shapes_to_segmentations.label_to_colors,47,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\dkober123\sample_apps\apps\dash-image-segmentation\use_ml_image_segmentation_classifier.py
shapes_to_segmentations.blend_image_and_classified_regions,shapes_to_segmentations.blend_image_and_classified_regions,74,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\dkober123\sample_apps\apps\dash-image-segmentation\use_ml_image_segmentation_classifier.py
tensorflow.reshape,tf.reshape,49,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\dkober123\sample_apps\apps\dash-live-model-training\examples\cifar_deep_modified.py
tensorflow.reshape,tf.reshape,86,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\dkober123\sample_apps\apps\dash-live-model-training\examples\cifar_deep_modified.py
tensorflow.reshape,tf.reshape,40,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\dkober123\sample_apps\apps\dash-live-model-training\examples\mnist_deep_modified.py
tensorflow.reshape,tf.reshape,63,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\dkober123\sample_apps\apps\dash-live-model-training\examples\mnist_deep_modified.py
numpy.reshape,np.reshape,662,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\dkober123\sample_apps\apps\dash-object-detection\utils\visualization_utils.py
pysal.queen_from_shapefile,ps.queen_from_shapefile,97,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\dkober123\sample_apps\apps\dash-spatial-clustering\helpers.py
opacus.PrivacyEngine,PrivacyEngine,200,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\eunbeejang\privacy-fairness-tradeoffs\main.py
tfcode.rdp_accountant.get_privacy_spent,get_privacy_spent,48,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\compute_dp_sgd_privacy.py
compute_dp_sgd_privacy.apply_dp_sgd_analysis,apply_dp_sgd_analysis,85,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\helper.py
privacy_engine.PrivacyEngine,PrivacyEngine,227,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\mnist.py
privacy_analysis.compute_rdp,tf_privacy.compute_rdp,208,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\privacy_engine.py
privacy_analysis.get_privacy_spent,tf_privacy.get_privacy_spent,237,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\privacy_engine.py
opacus.privacy_analysis.compute_rdp,tf_privacy.compute_rdp,62,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\scripts\compute_dp_sgd_privacy.py
opacus.privacy_analysis.get_privacy_spent,tf_privacy.get_privacy_spent,63,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\scripts\compute_dp_sgd_privacy.py
opacus.dp_model_inspector.DPModelInspector,DPModelInspector,32,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\docstring_examples_test.py
opacus.dp_model_inspector.DPModelInspector,DPModelInspector,38,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\docstring_examples_test.py
opacus.privacy_analysis.compute_rdp,privacy_analysis.compute_rdp,57,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\docstring_examples_test.py
opacus.privacy_analysis.get_privacy_spent,privacy_analysis.get_privacy_spent,59,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\docstring_examples_test.py
opacus.PrivacyEngine,PrivacyEngine,69,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\docstring_examples_test.py
opacus.PrivacyEngine,PrivacyEngine,86,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\docstring_examples_test.py
opacus.PrivacyEngine,PrivacyEngine,116,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\docstring_examples_test.py
opacus.layers.dp_multihead_attention.SequenceBias,SequenceBias,139,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\docstring_examples_test.py
opacus.utils.module_inspection.ModelInspector,ModelInspector,147,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\docstring_examples_test.py
opacus.utils.module_modification.replace_all_modules,replace_all_modules,159,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\docstring_examples_test.py
opacus.utils.module_modification.convert_batchnorm_modules,convert_batchnorm_modules,171,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\docstring_examples_test.py
opacus.utils.tensor_utils.calc_sample_norms,calc_sample_norms,182,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\docstring_examples_test.py
opacus.utils.tensor_utils.sum_over_all_but_batch_and_last_n,sum_over_all_but_batch_and_last_n,187,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\docstring_examples_test.py
opacus.utils.stats.set_global_summary_writer,stats.set_global_summary_writer,202,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\docstring_examples_test.py
opacus.utils.stats.Stat,stats.Stat,204,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\docstring_examples_test.py
opacus.utils.stats.add,stats.add,210,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\docstring_examples_test.py
opacus.utils.stats.Stat,stats.Stat,210,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\docstring_examples_test.py
opacus.utils.stats.update,stats.update,211,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\docstring_examples_test.py
opacus.layers.DPMultiheadAttention,DPMultiheadAttention,21,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\dp_layers_test.py
opacus.layers.DPLSTM,DPLSTM,75,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\dp_layers_test.py
opacus.dp_model_inspector.DPModelInspector,dp_inspector.DPModelInspector,14,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\dp_model_inspector_test.py
opacus.dp_model_inspector.DPModelInspector,dp_inspector.DPModelInspector,20,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\dp_model_inspector_test.py
opacus.dp_model_inspector.DPModelInspector,dp_inspector.DPModelInspector,25,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\dp_model_inspector_test.py
opacus.utils.module_modification.convert_batchnorm_modules,convert_batchnorm_modules,26,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\dp_model_inspector_test.py
opacus.dp_model_inspector.DPModelInspector,dp_inspector.DPModelInspector,30,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\dp_model_inspector_test.py
opacus.dp_model_inspector.DPModelInspector,dp_inspector.DPModelInspector,44,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\dp_model_inspector_test.py
opacus.dp_model_inspector.DPModelInspector,dp_inspector.DPModelInspector,78,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\dp_model_inspector_test.py
opacus.dp_model_inspector.DPModelInspector,dp_inspector.DPModelInspector,82,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\dp_model_inspector_test.py
opacus.dp_model_inspector.DPModelInspector,DPModelInspector,13,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\layers_grad_test.py
opacus.PerSampleGradientClipper,PerSampleGradientClipper,54,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\layers_grad_test.py
opacus.utils.clipping.ConstantFlatClipper,ConstantFlatClipper,56,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\layers_grad_test.py
opacus.layers.SequenceBias,SequenceBias,132,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\layers_grad_test.py
opacus.layers.DPMultiheadAttention,DPMultiheadAttention,139,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\layers_grad_test.py
opacus.layers.DPMultiheadAttention,DPMultiheadAttention,142,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\layers_grad_test.py
opacus.layers.DPMultiheadAttention,DPMultiheadAttention,145,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\layers_grad_test.py
opacus.layers.DPMultiheadAttention,DPMultiheadAttention,148,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\layers_grad_test.py
opacus.layers.DPMultiheadAttention,DPMultiheadAttention,156,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\layers_grad_test.py
opacus.layers.DPLSTM,DPLSTM,175,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\layers_grad_test.py
opacus.layers.DPLSTM,DPLSTM,186,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\layers_grad_test.py
opacus.utils.clipping.ConstantFlatClipper,ConstantFlatClipper,82,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\per_sample_gradient_clip_test.py
opacus.utils.clipping.ConstantPerLayerClipper,ConstantPerLayerClipper,84,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\per_sample_gradient_clip_test.py
opacus.PerSampleGradientClipper,PerSampleGradientClipper,86,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\per_sample_gradient_clip_test.py
opacus.PerSampleGradientClipper,PerSampleGradientClipper,33,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\per_sample_gradient_test.py
opacus.utils.clipping.ConstantFlatClipper,ConstantFlatClipper,35,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\per_sample_gradient_test.py
opacus.layers.SequenceBias,SequenceBias,114,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\per_sample_gradient_test.py
opacus.PrivacyEngine,PrivacyEngine,128,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\privacy_engine_test.py
opacus.utils.module_inspection.get_layer_type,get_layer_type,244,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\privacy_engine_test.py
opacus.utils.module_inspection.get_layer_type,get_layer_type,255,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\privacy_engine_test.py
opacus.utils.module_inspection.requires_grad,requires_grad,285,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\privacy_engine_test.py
opacus.utils.module_inspection.requires_grad,requires_grad,314,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\privacy_engine_test.py
opacus.PrivacyEngine,PrivacyEngine,358,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\privacy_engine_test.py
opacus.PrivacyEngine,PrivacyEngine,82,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\tests\virtual_step_test.py
opacus.utils.module_inspection.ModelInspector,mi.ModelInspector,26,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\utils\tests\module_inspection_test.py
opacus.utils.module_inspection.ModelInspector,mi.ModelInspector,35,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\utils\tests\module_inspection_test.py
opacus.utils.module_inspection.ModelInspector,mi.ModelInspector,44,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\utils\tests\module_inspection_test.py
opacus.utils.module_inspection.ModelInspector,mi.ModelInspector,53,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\utils\tests\module_inspection_test.py
opacus.utils.module_inspection.ModelInspector,mi.ModelInspector,62,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\utils\tests\module_inspection_test.py
opacus.utils.module_inspection.ModelInspector,mi.ModelInspector,71,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\utils\tests\module_inspection_test.py
opacus.utils.module_inspection.ModelInspector,mi.ModelInspector,80,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\utils\tests\module_inspection_test.py
opacus.utils.module_inspection.ModelInspector,mi.ModelInspector,96,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\utils\tests\module_inspection_test.py
opacus.utils.module_inspection.ModelInspector,mi.ModelInspector,97,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\utils\tests\module_inspection_test.py
opacus.utils.module_modification.replace_all_modules,mm.replace_all_modules,39,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\utils\tests\module_modification_test.py
opacus.utils.module_modification.replace_all_modules,mm.replace_all_modules,51,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\utils\tests\module_modification_test.py
opacus.utils.module_modification.nullify_batchnorm_modules,mm.nullify_batchnorm_modules,60,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\utils\tests\module_modification_test.py
opacus.utils.module_modification.convert_batchnorm_modules,mm.convert_batchnorm_modules,69,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\utils\tests\module_modification_test.py
opacus.PrivacyEngine,PrivacyEngine,100,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\utils\tests\module_modification_test.py
opacus.utils.module_modification.convert_batchnorm_modules,mm.convert_batchnorm_modules,161,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\utils\tests\module_modification_test.py
opacus.utils.module_modification.convert_batchnorm_modules,mm.convert_batchnorm_modules,169,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\utils\tests\module_modification_test.py
opacus.utils.module_modification.convert_batchnorm_modules,mm.convert_batchnorm_modules,177,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\utils\tests\module_modification_test.py
opacus.utils.module_modification.convert_batchnorm_modules,mm.convert_batchnorm_modules,185,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\utils\tests\module_modification_test.py
opacus.utils.module_modification.convert_batchnorm_modules,mm.convert_batchnorm_modules,193,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\FarrandTom\deep-learning-fairness\opacus\utils\tests\module_modification_test.py
syft.TorchHook,sy.TorchHook,103,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\gkaissis\PriMIA\inference.py
syft.grid.clients.data_centric_fl_client.DataCentricFLClient,sy.grid.clients.data_centric_fl_client.DataCentricFLClient,114,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\gkaissis\PriMIA\inference.py
syft.grid.clients.data_centric_fl_client.DataCentricFLClient,sy.grid.clients.data_centric_fl_client.DataCentricFLClient,129,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\gkaissis\PriMIA\inference.py
syft.grid.clients.data_centric_fl_client.DataCentricFLClient,sy.grid.clients.data_centric_fl_client.DataCentricFLClient,141,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\gkaissis\PriMIA\inference.py
syft.VirtualWorker,sy.VirtualWorker,154,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\gkaissis\PriMIA\inference.py
syft.VirtualWorker,sy.VirtualWorker,155,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\gkaissis\PriMIA\inference.py
syft.VirtualWorker,sy.VirtualWorker,156,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\gkaissis\PriMIA\inference.py
syft.PrivateGridNetwork,sy.PrivateGridNetwork,227,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\gkaissis\PriMIA\inference.py
syft.PrivateGridNetwork,sy.PrivateGridNetwork,229,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\gkaissis\PriMIA\inference.py
syft.serde.deserialize,sy.serde.deserialize,48,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\gkaissis\PriMIA\Node\app\main\core\model.py
syft.serde.serialize,sy.serde.serialize,52,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\gkaissis\PriMIA\Node\app\main\core\model.py
syft.execution.state.State,State,82,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\gkaissis\PriMIA\Node\app\main\core\model_manager.py
syft.execution.placeholder.PlaceHolder,PlaceHolder,83,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\gkaissis\PriMIA\Node\app\main\core\model_manager.py
syft.VirtualWorker,sy.VirtualWorker,87,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\gkaissis\PriMIA\Node\app\main\core\model_manager.py
syft.serde.protobuf.serde._bufferize,protobuf.serde._bufferize,89,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\gkaissis\PriMIA\Node\app\main\core\model_manager.py
syft_proto.execution.v1.state_pb2.State,StatePB,98,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\gkaissis\PriMIA\Node\app\main\core\model_manager.py
syft.VirtualWorker,sy.VirtualWorker,100,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\gkaissis\PriMIA\Node\app\main\core\model_manager.py
syft.serde.protobuf.serde._unbufferize,protobuf.serde._unbufferize,101,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\gkaissis\PriMIA\Node\app\main\core\model_manager.py
syft.VirtualWorker,sy.VirtualWorker,13,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\gkaissis\PriMIA\Node\app\main\core\plan_manager.py
syft_proto.execution.v1.plan_pb2.Plan,PlanPB,69,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\gkaissis\PriMIA\Node\app\main\core\plan_manager.py
syft.serde.protobuf.serde._unbufferize,protobuf.serde._unbufferize,71,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\gkaissis\PriMIA\Node\app\main\core\plan_manager.py
syft.serde.protobuf.serde._bufferize,protobuf.serde._bufferize,77,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\gkaissis\PriMIA\Node\app\main\core\plan_manager.py
syft.VirtualWorker,sy.VirtualWorker,29,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\gkaissis\PriMIA\Node\app\main\data_centric\auth\user_session.py
syft.serde.deserialize,deserialize,65,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\gkaissis\PriMIA\Node\app\main\data_centric\persistence\model_cache.py
syft.serde.serialize,serialize,25,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\gkaissis\PriMIA\Node\app\main\data_centric\persistence\object_storage.py
syft.serde.deserialize,deserialize,48,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\gkaissis\PriMIA\Node\app\main\data_centric\persistence\object_storage.py
syft.exceptions.ObjectNotFoundError,ObjectNotFoundError,50,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\gkaissis\PriMIA\Node\app\main\data_centric\persistence\object_storage.py
syft.serde.deserialize,deserialize,73,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\gkaissis\PriMIA\Node\app\main\data_centric\persistence\object_storage.py
syft.grid.clients.data_centric_fl_client.DataCentricFLClient,DataCentricFLClient,55,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\gkaissis\PriMIA\Node\app\main\events\data_centric\control_events.py
syft.serde.deserialize,sy.serde.deserialize,103,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\gkaissis\PriMIA\Node\app\main\events\data_centric\model_events.py
syft.serde.deserialize,sy.serde.deserialize,37,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\gkaissis\PriMIA\Node\app\main\events\data_centric\syft_events.py
syft.serde.serialize,sy.serde.serialize,40,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\gkaissis\PriMIA\Node\app\main\events\data_centric\syft_events.py
syft.serde.serialize,sy.serde.serialize,53,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\gkaissis\PriMIA\Node\app\main\events\data_centric\syft_events.py
syft_assets.PlanManager.deserialize_plan,PlanManager.deserialize_plan,256,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\gkaissis\PriMIA\Node\app\main\model_centric\cycles\cycle_manager.py
syft.serde.deserialize,sy.serde.deserialize,48,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\gkaissis\PriMIA\Node\app\main\model_centric\models\ai_model.py
syft.serde.serialize,sy.serde.serialize,52,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\gkaissis\PriMIA\Node\app\main\model_centric\models\ai_model.py
syft.execution.state.State,State,80,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\gkaissis\PriMIA\Node\app\main\model_centric\models\model_manager.py
syft.execution.placeholder.PlaceHolder,PlaceHolder,81,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\gkaissis\PriMIA\Node\app\main\model_centric\models\model_manager.py
syft.VirtualWorker,sy.VirtualWorker,85,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\gkaissis\PriMIA\Node\app\main\model_centric\models\model_manager.py
syft.serde.protobuf.serde._bufferize,protobuf.serde._bufferize,87,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\gkaissis\PriMIA\Node\app\main\model_centric\models\model_manager.py
syft_proto.execution.v1.state_pb2.State,StatePB,96,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\gkaissis\PriMIA\Node\app\main\model_centric\models\model_manager.py
syft.VirtualWorker,sy.VirtualWorker,98,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\gkaissis\PriMIA\Node\app\main\model_centric\models\model_manager.py
syft.serde.protobuf.serde._unbufferize,protobuf.serde._unbufferize,99,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\gkaissis\PriMIA\Node\app\main\model_centric\models\model_manager.py
syft_assets.protocols.register,protocols.register,52,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\gkaissis\PriMIA\Node\app\main\model_centric\processes\process_manager.py
syft_assets.plans.register,plans.register,55,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\gkaissis\PriMIA\Node\app\main\model_centric\processes\process_manager.py
syft_assets.plans.register,plans.register,58,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\gkaissis\PriMIA\Node\app\main\model_centric\processes\process_manager.py
