library,function,line,file
logging.info,logging.info,47,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\java\io\hadoop\jdk1.8-tests\src\test\resources\kubernetes\elasticsearch\es_test_data.py
logging.info,logging.info,52,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\java\io\hadoop\jdk1.8-tests\src\test\resources\kubernetes\elasticsearch\es_test_data.py
logging.info,logging.info,54,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\java\io\hadoop\jdk1.8-tests\src\test\resources\kubernetes\elasticsearch\es_test_data.py
logging.error,logging.error,68,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\java\io\hadoop\jdk1.8-tests\src\test\resources\kubernetes\elasticsearch\es_test_data.py
logging.info,logging.info,74,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\java\io\hadoop\jdk1.8-tests\src\test\resources\kubernetes\elasticsearch\es_test_data.py
logging.info,logging.info,166,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\java\io\hadoop\jdk1.8-tests\src\test\resources\kubernetes\elasticsearch\es_test_data.py
logging.exception,logging.exception,168,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\java\io\hadoop\jdk1.8-tests\src\test\resources\kubernetes\elasticsearch\es_test_data.py
logging.info,logging.info,193,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\java\io\hadoop\jdk1.8-tests\src\test\resources\kubernetes\elasticsearch\es_test_data.py
logging.error,logging.error,198,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\java\io\hadoop\jdk1.8-tests\src\test\resources\kubernetes\elasticsearch\es_test_data.py
logging.info,logging.info,205,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\java\io\hadoop\jdk1.8-tests\src\test\resources\kubernetes\elasticsearch\es_test_data.py
logging.info,logging.info,240,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\java\io\hadoop\jdk1.8-tests\src\test\resources\kubernetes\elasticsearch\es_test_data.py
logging.getLogger,logging.getLogger,13,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.eggs\nose-1.3.7-py2.7.egg\nose\case.py
logging.getLogger,logging.getLogger,14,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.eggs\nose-1.3.7-py2.7.egg\nose\importer.py
logging.getLogger,logging.getLogger,30,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.eggs\nose-1.3.7-py2.7.egg\nose\loader.py
logging.getLogger,logging.getLogger,107,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.eggs\nose-1.3.7-py2.7.egg\nose\plugins\attrib.py
logging.getLogger,logging.getLogger,21,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.eggs\nose-1.3.7-py2.7.egg\nose\plugins\capture.py
logging.getLogger,logging.getLogger,18,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.eggs\nose-1.3.7-py2.7.egg\nose\plugins\collect.py
logging.getLogger,logging.getLogger,43,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.eggs\nose-1.3.7-py2.7.egg\nose\plugins\isolate.py
logging.getLogger,logging.getLogger,30,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.eggs\nose-1.3.7-py2.7.egg\nose\plugins\logcapture.py
logging.Handler.__init__,Handler.__init__,76,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.eggs\nose-1.3.7-py2.7.egg\nose\plugins\logcapture.py
logging.Formatter,logging.Formatter,77,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.eggs\nose-1.3.7-py2.7.egg\nose\plugins\logcapture.py
logging.Handler.filter,Handler.filter,89,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.eggs\nose-1.3.7-py2.7.egg\nose\plugins\logcapture.py
logging.getLogger,logging.getLogger,178,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.eggs\nose-1.3.7-py2.7.egg\nose\plugins\logcapture.py
logging.Logger.manager.loggerDict.values,logging.Logger.manager.loggerDict.values,183,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.eggs\nose-1.3.7-py2.7.egg\nose\plugins\logcapture.py
logging.getLogger,logging.getLogger,24,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.eggs\nose-1.3.7-py2.7.egg\nose\plugins\prof.py
logging.getLogger,logging.getLogger,22,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.eggs\nose-1.3.7-py2.7.egg\nose\proxy.py
logging.getLogger,logging.getLogger,20,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.eggs\nose-1.3.7-py2.7.egg\nose\result.py
logging.getLogger,logging.getLogger,15,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.eggs\nose-1.3.7-py2.7.egg\nose\selector.py
logging.getLogger,logging.getLogger,29,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.eggs\nose-1.3.7-py2.7.egg\nose\suite.py
logging.getLogger,logging.getLogger,15,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.eggs\nose-1.3.7-py2.7.egg\nose\util.py
logging.warning,logging.warning,55,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\apitools\base\protorpclite\protojson.py
logging.error,logging.error,63,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\apitools\base\protorpclite\protojson.py
logging.getLogger,logging.getLogger,31,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\apitools\base\py\base_api.py
logging.info,logging.info,389,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\apitools\base\py\base_api.py
logging.info,logging.info,398,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\apitools\base\py\base_api.py
logging.info,logging.info,400,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\apitools\base\py\base_api.py
logging.info,logging.info,404,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\apitools\base\py\base_api.py
logging.info,logging.info,407,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\apitools\base\py\base_api.py
logging.info,logging.info,412,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\apitools\base\py\base_api.py
logging.basicConfig,logging.basicConfig,63,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\apitools\base\py\base_cli.py
logging.getLogger,logging.getLogger,64,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\apitools\base\py\base_cli.py
logging.debug,logging.debug,240,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\apitools\base\py\http_wrapper.py
logging.debug,logging.debug,243,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\apitools\base\py\http_wrapper.py
logging.debug,logging.debug,245,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\apitools\base\py\http_wrapper.py
logging.debug,logging.debug,248,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\apitools\base\py\http_wrapper.py
logging.debug,logging.debug,251,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\apitools\base\py\http_wrapper.py
logging.debug,logging.debug,257,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\apitools\base\py\http_wrapper.py
logging.debug,logging.debug,263,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\apitools\base\py\http_wrapper.py
logging.debug,logging.debug,267,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\apitools\base\py\http_wrapper.py
logging.debug,logging.debug,270,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\apitools\base\py\http_wrapper.py
logging.debug,logging.debug,273,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\apitools\base\py\http_wrapper.py
logging.debug,logging.debug,278,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\apitools\base\py\http_wrapper.py
logging.info,logging.info,43,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\apitools\gen\client_generation_test.py
logging.error,logging.error,47,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\apitools\gen\client_generation_test.py
logging.warning,logging.warning,149,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\apitools\gen\command_registry.py
logging.warning,logging.warning,64,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\apitools\gen\gen_client.py
logging.warning,logging.warning,68,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\apitools\gen\gen_client.py
logging.error,logging.error,146,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\apitools\gen\gen_client.py
logging.error,logging.error,166,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\apitools\gen\gen_client.py
logging.warn,logging.warn,336,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\apitools\gen\service_registry.py
logging.warn,logging.warn,344,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\apitools\gen\service_registry.py
logging.info,logging.info,325,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\apitools\gen\util.py
logging.getLogger,logging.getLogger,162,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\apitools\scripts\oauth2l.py
logging.getLogger,logging.getLogger,163,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\apitools\scripts\oauth2l.py
logging.getLogger,logging.getLogger,168,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\apitools\scripts\oauth2l.py
logging.getLogger,logging.getLogger,838,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\babel\messages\frontend.py
logging.StreamHandler,logging.StreamHandler,846,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\babel\messages\frontend.py
logging.Formatter,logging.Formatter,849,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\babel\messages\frontend.py
logging.getLogger,logging.getLogger,17,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\dill\dill.py
logging.StreamHandler,logging.StreamHandler,18,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\dill\dill.py
logging.getLogger,logging.getLogger,159,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\dill\_objects.py
logging.Formatter,logging.Formatter,160,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\dill\_objects.py
logging.Filter,logging.Filter,161,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\dill\_objects.py
logging.makeLogRecord,logging.makeLogRecord,162,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\dill\_objects.py
logging.LoggingAdapter,logging.LoggingAdapter,202,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\dill\_objects.py
logging.NullHandler,logging.NullHandler,216,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\dill\_objects.py
logging.getLogger,logging.getLogger,306,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\dill\_objects.py
logging.FileHandler,logging.FileHandler,337,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\dill\_objects.py
logging.handlers.RotatingFileHandler,logging.handlers.RotatingFileHandler,338,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\dill\_objects.py
logging.handlers.SocketHandler,logging.handlers.SocketHandler,339,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\dill\_objects.py
logging.handlers.MemoryHandler,logging.handlers.MemoryHandler,340,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\dill\_objects.py
logging.StreamHandler,logging.StreamHandler,357,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\dill\_objects.py
logging.getLogger,logging.getLogger,18,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\google\auth\compute_engine\_metadata.py
logging.getLogger,logging.getLogger,15,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\google\auth\transport\requests.py
logging.getLogger,logging.getLogger,20,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\google\auth\transport\urllib3.py
logging.getLogger,logging.getLogger,13,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\google\auth\transport\_http_client.py
logging.getLogger,logging.getLogger,16,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\google\auth\_default.py
logging.getLogger,logging.getLogger,14,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\google\auth\__init__.py
logging.NullHandler,logging.NullHandler,14,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\google\auth\__init__.py
logging.debug,logging.debug,377,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\google\cloud\streaming\http_wrapper.py
logging.warning,logging.warning,61,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\googledatastore\connection.py
logging.getLogger,logging.getLogger,13,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\google_auth_httplib2.py
logging.getLogger,logging.getLogger,663,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\jinja2\runtime.py
logging.StreamHandler,logging.StreamHandler,664,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\jinja2\runtime.py
logging.getLogger,logging.getLogger,13,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\nose\case.py
logging.getLogger,logging.getLogger,14,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\nose\importer.py
logging.getLogger,logging.getLogger,30,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\nose\loader.py
logging.getLogger,logging.getLogger,107,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\nose\plugins\attrib.py
logging.getLogger,logging.getLogger,21,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\nose\plugins\capture.py
logging.getLogger,logging.getLogger,18,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\nose\plugins\collect.py
logging.getLogger,logging.getLogger,43,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\nose\plugins\isolate.py
logging.getLogger,logging.getLogger,30,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\nose\plugins\logcapture.py
logging.Handler.__init__,Handler.__init__,76,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\nose\plugins\logcapture.py
logging.Formatter,logging.Formatter,77,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\nose\plugins\logcapture.py
logging.Handler.filter,Handler.filter,89,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\nose\plugins\logcapture.py
logging.getLogger,logging.getLogger,178,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\nose\plugins\logcapture.py
logging.Logger.manager.loggerDict.values,logging.Logger.manager.loggerDict.values,183,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\nose\plugins\logcapture.py
logging.getLogger,logging.getLogger,24,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\nose\plugins\prof.py
logging.getLogger,logging.getLogger,22,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\nose\proxy.py
logging.getLogger,logging.getLogger,20,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\nose\result.py
logging.getLogger,logging.getLogger,15,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\nose\selector.py
logging.getLogger,logging.getLogger,29,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\nose\suite.py
logging.getLogger,logging.getLogger,15,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\nose\util.py
logging.getLogger,logging.getLogger,41,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\oauth2client\client.py
logging.getLogger,logging.getLogger,36,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\oauth2client\contrib\appengine.py
flask.current_app.logger.exception,current_app.logger.exception,402,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\oauth2client\contrib\flask_util.py
flask.current_app.logger.error,current_app.logger.error,448,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\oauth2client\contrib\flask_util.py
flask.current_app.logger.error,current_app.logger.error,464,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\oauth2client\contrib\flask_util.py
logging.getLogger,logging.getLogger,18,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\oauth2client\contrib\gce.py
logging.getLogger,logging.getLogger,32,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\oauth2client\contrib\locked_file.py
logging.getLogger,logging.getLogger,80,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\oauth2client\contrib\multiprocess_file_storage.py
logging.getLogger,logging.getLogger,46,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\oauth2client\contrib\multistore_file.py
logging.getLogger,logging.getLogger,22,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\oauth2client\contrib\_appengine_ndb.py
oauth2client.contrib.locked_file.logger.warn,locked_file.logger.warn,54,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\a0x8o\drill\sdks\python\.tox\docs\lib\python2.7\site-packages\oauth2client\contrib\_fcntl_opener.py
