library_function_call,last_method_call,line,file,config,Responsable_AI_principles,Repos
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,71,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/nested_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,78,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/nested_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianAverageQuery,gaussian_query.GaussianAverageQuery,80,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/nested_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,82,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/nested_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.nested_query.NestedSumQuery,nested_query.NestedSumQuery,85,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/nested_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,91,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/nested_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,101,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/nested_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianAverageQuery,gaussian_query.GaussianAverageQuery,103,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/nested_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.nested_query.NestedSumQuery,nested_query.NestedSumQuery,105,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/nested_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,110,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/nested_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,128,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/nested_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.nested_query.NestedSumQuery,nested_query.NestedSumQuery,128,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/nested_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.nested_query.NestedQuery,nested_query.NestedQuery,137,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/nested_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.nested_query.NestedSumQuery,nested_query.NestedSumQuery,141,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/nested_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.nested_query.NestedSumQuery,nested_query.NestedSumQuery,156,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/nested_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.nested_query.NestedSumQuery,nested_query.NestedSumQuery,161,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/nested_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,22,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/normalized_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.normalized_query.NormalizedQuery,normalized_query.NormalizedQuery,24,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/normalized_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,27,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/normalized_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.no_privacy_query.NoPrivacySumQuery,no_privacy_query.NoPrivacySumQuery,22,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/no_privacy_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,23,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/no_privacy_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.no_privacy_query.NoPrivacyAverageQuery,no_privacy_query.NoPrivacyAverageQuery,33,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/no_privacy_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,34,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/no_privacy_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.no_privacy_query.NoPrivacyAverageQuery,no_privacy_query.NoPrivacyAverageQuery,46,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/no_privacy_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,47,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/no_privacy_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.no_privacy_query.NoPrivacySumQuery,no_privacy_query.NoPrivacySumQuery,58,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/no_privacy_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,60,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/no_privacy_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.quantile_estimator_query.QuantileEstimatorQuery,quantile_estimator_query.QuantileEstimatorQuery,77,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,85,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,27,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,34,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,43,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,51,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,61,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,71,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipAverageQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipAverageQuery,81,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,89,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipAverageQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipAverageQuery,100,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,111,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,122,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,144,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,156,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,180,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,192,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,214,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,226,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,250,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,270,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,282,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,303,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,316,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,330,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.analysis.privacy_ledger.QueryWithLedger,privacy_ledger.QueryWithLedger,339,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,345,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,357,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianAverageQuery,gaussian_query.GaussianAverageQuery,91,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/quantile_estimator_query.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.no_privacy_query.NoPrivacyAverageQuery,no_privacy_query.NoPrivacyAverageQuery,196,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/quantile_estimator_query.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.quantile_estimator_query.QuantileEstimatorQuery,quantile_estimator_query.QuantileEstimatorQuery,27,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/quantile_estimator_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.quantile_estimator_query.NoPrivacyQuantileEstimatorQuery,quantile_estimator_query.NoPrivacyQuantileEstimatorQuery,35,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/quantile_estimator_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,69,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/quantile_estimator_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,101,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/quantile_estimator_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,131,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/quantile_estimator_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,163,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/quantile_estimator_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,195,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/quantile_estimator_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,232,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/quantile_estimator_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.dp_query.quantile_estimator_query.NoPrivacyQuantileEstimatorQuery,quantile_estimator_query.NoPrivacyQuantileEstimatorQuery,240,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/dp_query/quantile_estimator_query_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.binary_class_head.DPBinaryClassHead,binary_class_head.DPBinaryClassHead,20,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/estimators/binary_class_head_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_input_data,test_utils.make_input_data,41,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/estimators/binary_class_head_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.binary_class_head.DPBinaryClassHead,binary_class_head.DPBinaryClassHead,46,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/estimators/binary_class_head_test.py,privacy,Privacy,
tensorflow_privacy.privacy.optimizers.dp_optimizer_keras.DPKerasSGDOptimizer,DPKerasSGDOptimizer,47,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/estimators/binary_class_head_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_model_fn,test_utils.make_model_fn,52,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/estimators/binary_class_head_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_input_fn,test_utils.make_input_fn,56,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/estimators/binary_class_head_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_input_data,test_utils.make_input_data,59,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/estimators/binary_class_head_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_input_fn,test_utils.make_input_fn,61,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/estimators/binary_class_head_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_input_data,test_utils.make_input_data,64,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/estimators/binary_class_head_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_input_fn,test_utils.make_input_fn,66,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/estimators/binary_class_head_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.head_utils.binary_or_multi_class_head,head_utils.binary_or_multi_class_head,33,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/estimators/dnn.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_input_data,test_utils.make_input_data,23,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/estimators/dnn_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.dnn.DNNClassifier,dnn.DNNClassifier,35,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/estimators/dnn_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_input_fn,test_utils.make_input_fn,44,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/estimators/dnn_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_input_data,test_utils.make_input_data,47,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/estimators/dnn_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_input_fn,test_utils.make_input_fn,49,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/estimators/dnn_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_input_data,test_utils.make_input_data,52,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/estimators/dnn_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_input_fn,test_utils.make_input_fn,54,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/estimators/dnn_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.binary_class_head.DPBinaryClassHead,DPBinaryClassHead,37,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/estimators/head_utils.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.multi_class_head.DPMultiClassHead,DPMultiClassHead,42,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/estimators/head_utils.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.multi_class_head.DPMultiClassHead,multi_class_head.DPMultiClassHead,20,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/estimators/multi_class_head_test.py,privacy,Privacy,
tensorflow_privacy.privacy.estimators.test_utils.make_input_data,test_utils.make_input_data,45,aws-ds-NLP-BERT/07_train/wip/privacy/tensorflow_privacy/privacy/estimators/multi_class_head_test.py,privacy,Privacy,
