library_function_call,last_method_call,line,file,config,Responsable_AI_principles,Repos
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackInputData,AttackInputData,119,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/data_structures_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackInputData,AttackInputData,121,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/data_structures_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackInputData,AttackInputData,123,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/data_structures_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackInputData,AttackInputData,125,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/data_structures_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackInputData,AttackInputData,127,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/data_structures_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackInputData,AttackInputData,129,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/data_structures_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackInputData,AttackInputData,130,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/data_structures_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackInputData,AttackInputData,134,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/data_structures_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.RocCurve,RocCurve,144,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/data_structures_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.RocCurve,RocCurve,152,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/data_structures_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.RocCurve,RocCurve,160,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/data_structures_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.RocCurve,RocCurve,168,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/data_structures_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.RocCurve,RocCurve,180,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/data_structures_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.SingleAttackResult,SingleAttackResult,185,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/data_structures_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.SingleSliceSpec,SingleSliceSpec,187,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/data_structures_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.RocCurve,RocCurve,194,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/data_structures_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.SingleAttackResult,SingleAttackResult,199,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/data_structures_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.SingleSliceSpec,SingleSliceSpec,201,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/data_structures_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.SingleAttackResult,SingleAttackResult,212,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/data_structures_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.SingleSliceSpec,SingleSliceSpec,213,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/data_structures_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.RocCurve,RocCurve,215,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/data_structures_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResults,AttackResults,220,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/data_structures_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.PrivacyReportMetadata,PrivacyReportMetadata,222,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/data_structures_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResults,AttackResults,228,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/data_structures_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.PrivacyReportMetadata,PrivacyReportMetadata,230,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/data_structures_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResults,AttackResults,236,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/data_structures_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResultsCollection,AttackResultsCollection,239,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/data_structures_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResultsCollection,AttackResultsCollection,242,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/data_structures_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResultsCollection.load,AttackResultsCollection.load,248,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/data_structures_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResultsCollection.load,AttackResultsCollection.load,257,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/data_structures_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.SingleAttackResult,SingleAttackResult,272,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/data_structures_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.SingleSliceSpec,SingleSliceSpec,273,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/data_structures_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.RocCurve,RocCurve,275,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/data_structures_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.SingleAttackResult,SingleAttackResult,281,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/data_structures_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.SingleSliceSpec,SingleSliceSpec,282,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/data_structures_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.RocCurve,RocCurve,284,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/data_structures_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResults,AttackResults,290,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/data_structures_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResults,AttackResults,296,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/data_structures_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResults,AttackResults,302,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/data_structures_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResults,AttackResults,308,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/data_structures_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResults,AttackResults,314,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/data_structures_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResults,AttackResults,331,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/data_structures_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResults,AttackResults,342,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/data_structures_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResults.load,AttackResults.load,348,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/data_structures_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResults,AttackResults,356,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/data_structures_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResultsCollection,AttackResultsCollection,105,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/example.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.PrivacyReportMetadata,PrivacyReportMetadata,128,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/example.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.membership_inference_attack.run_attacks,mia.run_attacks,136,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/example.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackInputData,AttackInputData,137,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/example.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.SlicingSpec,SlicingSpec,144,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/example.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.privacy_report.plot_by_epochs,privacy_report.plot_by_epochs,151,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/example.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.privacy_report.plot_privacy_vs_accuracy,privacy_report.plot_privacy_vs_accuracy,154,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/example.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResults.load,AttackResults.load,162,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/example.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.plotting.plot_roc_curve,plotting.plot_roc_curve,197,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/example.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.utils.log_loss,log_loss,32,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/keras_evaluation.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.get_flattened_attack_metrics,get_flattened_attack_metrics,86,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/keras_evaluation.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.utils_tensorboard.write_results_to_tensorboard,write_results_to_tensorboard,94,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/keras_evaluation.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackInputData,AttackInputData,121,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/keras_evaluation.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.membership_inference_attack.run_attacks,mia.run_attacks,126,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/keras_evaluation.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.keras_evaluation.MembershipInferenceCallback,MembershipInferenceCallback,65,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/keras_evaluation_example.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.SlicingSpec,SlicingSpec,68,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/keras_evaluation_example.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.keras_evaluation.run_attack_on_keras_model,run_attack_on_keras_model,85,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/keras_evaluation_example.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.SlicingSpec,SlicingSpec,87,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/keras_evaluation_example.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.get_flattened_attack_metrics,get_flattened_attack_metrics,91,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/keras_evaluation_example.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.keras_evaluation.calculate_losses,keras_evaluation.calculate_losses,38,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/keras_evaluation_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.keras_evaluation.calculate_losses,keras_evaluation.calculate_losses,43,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/keras_evaluation_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.keras_evaluation.run_attack_on_keras_model,keras_evaluation.run_attack_on_keras_model,50,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/keras_evaluation_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.get_flattened_attack_metrics,get_flattened_attack_metrics,56,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/keras_evaluation_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.SingleSliceSpec,SingleSliceSpec,29,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/membership_inference_attack.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.models.LogisticRegressionAttacker,models.LogisticRegressionAttacker,39,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/membership_inference_attack.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.models.MultilayerPerceptronAttacker,models.MultilayerPerceptronAttacker,41,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/membership_inference_attack.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.models.RandomForestAttacker,models.RandomForestAttacker,43,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/membership_inference_attack.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.models.KNearestNeighborsAttacker,models.KNearestNeighborsAttacker,45,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/membership_inference_attack.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.models.create_attacker_data,models.create_attacker_data,50,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/membership_inference_attack.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.RocCurve,RocCurve,63,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/membership_inference_attack.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.SingleAttackResult,SingleAttackResult,65,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/membership_inference_attack.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.RocCurve,RocCurve,78,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/membership_inference_attack.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.SingleAttackResult,SingleAttackResult,80,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/membership_inference_attack.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.RocCurve,RocCurve,93,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/membership_inference_attack.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.SingleAttackResult,SingleAttackResult,95,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/membership_inference_attack.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.SlicingSpec,SlicingSpec,141,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/membership_inference_attack.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.dataset_slicing.get_single_slice_specs,get_single_slice_specs,142,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/membership_inference_attack.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.dataset_slicing.get_slice,get_slice,145,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/membership_inference_attack.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackResults,AttackResults,154,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/membership_inference_attack.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.PrivacyReportMetadata,PrivacyReportMetadata,164,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/membership_inference_attack.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.AttackInputData,AttackInputData,16,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/membership_inference_attack_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.membership_inference_attack.run_attacks,mia.run_attacks,26,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/membership_inference_attack_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.data_structures.SlicingSpec,SlicingSpec,27,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/membership_inference_attack_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.membership_inference_attack._run_attack,mia._run_attack,33,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/membership_inference_attack_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.membership_inference_attack._run_attack,mia._run_attack,39,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/membership_inference_attack_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
tensorflow_privacy.privacy.membership_inference_attack.membership_inference_attack._run_attack,mia._run_attack,45,ChubaOraka/data-science-on-aws-workshop-2021-06-28/07_train/privacy/tensorflow_privacy/privacy/membership_inference_attack/membership_inference_attack_test.py,privacy,Privacy,ChubaOraka/data-science-on-aws-workshop-2021-06-28
