library,function,line,file,logging_type
tensorboard.compat.proto.tensor_shape_pb2.TensorShapeProto.Dim,TensorShapeProto.Dim,28,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\hasanyeganeh\pytorch-pytorch\torch\utils\tensorboard\_onnx_graph.py,TensorBoard
tensorboard.compat.proto.attr_value_pb2.AttrValue,AttrValue,38,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\hasanyeganeh\pytorch-pytorch\torch\utils\tensorboard\_onnx_graph.py,TensorBoard
tensorboard.compat.proto.attr_value_pb2.AttrValue,AttrValue,39,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\hasanyeganeh\pytorch-pytorch\torch\utils\tensorboard\_onnx_graph.py,TensorBoard
tensorboard.compat.proto.attr_value_pb2.AttrValue,AttrValue,55,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\hasanyeganeh\pytorch-pytorch\torch\utils\tensorboard\_onnx_graph.py,TensorBoard
tensorboard.compat.proto.versions_pb2.VersionDef,VersionDef,64,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\hasanyeganeh\pytorch-pytorch\torch\utils\tensorboard\_onnx_graph.py,TensorBoard
tensorboard.compat.proto.attr_value_pb2.AttrValue,AttrValue,15,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\hasanyeganeh\pytorch-pytorch\torch\utils\tensorboard\_proto_graph.py,TensorBoard
tensorboard.compat.proto.attr_value_pb2.AttrValue,AttrValue,18,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\hasanyeganeh\pytorch-pytorch\torch\utils\tensorboard\_proto_graph.py,TensorBoard
tensorboard.compat.proto.attr_value_pb2.AttrValue.ListValue,AttrValue.ListValue,18,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\hasanyeganeh\pytorch-pytorch\torch\utils\tensorboard\_proto_graph.py,TensorBoard
tensorboard.compat.proto.tensor_shape_pb2.TensorShapeProto,TensorShapeProto,26,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\hasanyeganeh\pytorch-pytorch\torch\utils\tensorboard\_proto_graph.py,TensorBoard
tensorboard.compat.proto.tensor_shape_pb2.TensorShapeProto.Dim,TensorShapeProto.Dim,26,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\hasanyeganeh\pytorch-pytorch\torch\utils\tensorboard\_proto_graph.py,TensorBoard
tensorboard.compat.proto.step_stats_pb2.StepStats,StepStats,353,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\hasanyeganeh\pytorch-pytorch\torch\utils\tensorboard\_pytorch_graph.py,TensorBoard
tensorboard.compat.proto.step_stats_pb2.DeviceStepStats,DeviceStepStats,353,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\hasanyeganeh\pytorch-pytorch\torch\utils\tensorboard\_pytorch_graph.py,TensorBoard
tensorboard.compat.proto.versions_pb2.VersionDef,VersionDef,355,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\hasanyeganeh\pytorch-pytorch\torch\utils\tensorboard\_pytorch_graph.py,TensorBoard
loguru.logger.info,logger.info,37,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\examples\homo\feddyn\feddyn_server.py,Python logging
loguru.logger.info,logger.info,52,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\examples\homo\feddyn\feddyn_server.py,Python logging
loguru.logger.info,logger.info,66,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\examples\homo\feddyn\feddyn_server.py,Python logging
loguru.logger.info,logger.info,38,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\hetero\driver.py,Python logging
loguru.logger.info,logger.info,39,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\hetero\driver.py,Python logging
loguru.logger.info,logger.info,50,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\hetero\driver.py,Python logging
loguru.logger.info,logger.info,91,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\hetero\driver.py,Python logging
loguru.logger.info,logger.info,95,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\hetero\driver.py,Python logging
loguru.logger.info,logger.info,22,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\hetero\model\demo\demo_arbiter.py,Python logging
loguru.logger.info,logger.info,26,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\hetero\model\demo\demo_arbiter.py,Python logging
loguru.logger.info,logger.info,31,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\hetero\model\demo\demo_arbiter.py,Python logging
loguru.logger.info,logger.info,26,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\hetero\model\demo\demo_guest.py,Python logging
loguru.logger.info,logger.info,30,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\hetero\model\demo\demo_guest.py,Python logging
loguru.logger.info,logger.info,34,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\hetero\model\demo\demo_guest.py,Python logging
loguru.logger.info,logger.info,38,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\hetero\model\demo\demo_guest.py,Python logging
loguru.logger.info,logger.info,42,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\hetero\model\demo\demo_guest.py,Python logging
loguru.logger.info,logger.info,22,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\hetero\model\demo\demo_host.py,Python logging
loguru.logger.info,logger.info,26,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\hetero\model\demo\demo_host.py,Python logging
loguru.logger.info,logger.info,31,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\hetero\model\demo\demo_host.py,Python logging
loguru.logger.info,logger.info,41,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\hetero\model\logistic_regression\lr_arbiter.py,Python logging
loguru.logger.info,logger.info,57,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\hetero\model\logistic_regression\lr_arbiter.py,Python logging
loguru.logger.info,logger.info,42,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\hetero\model\logistic_regression\lr_guest.py,Python logging
loguru.logger.info,logger.info,55,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\hetero\model\logistic_regression\lr_guest.py,Python logging
loguru.logger.info,logger.info,54,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\hetero\model\logistic_regression\lr_host.py,Python logging
loguru.logger.info,logger.info,34,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\homo\aggregate_server.py,Python logging
loguru.logger.info,logger.info,68,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\homo\aggregate_server.py,Python logging
loguru.logger.info,logger.info,31,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\homo\strategy\fedavg_server.py,Python logging
loguru.logger.info,logger.info,59,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\homo\strategy\fedavg_server.py,Python logging
loguru.logger.info,logger.info,82,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\homo\strategy\fedavg_server.py,Python logging
loguru.logger.info,logger.info,26,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\homo\strategy\fednova_server.py,Python logging
loguru.logger.info,logger.info,69,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\homo\strategy\fednova_server.py,Python logging
loguru.logger.info,logger.info,30,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\homo\strategy\fedopt_server.py,Python logging
loguru.logger.info,logger.info,49,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\homo\strategy\fedopt_server.py,Python logging
loguru.logger.info,logger.info,29,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\homo\strategy\qfedavg_server.py,Python logging
loguru.logger.info,logger.info,56,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\homo\strategy\qfedavg_server.py,Python logging
loguru.logger.info,logger.info,22,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\homo\strategy\stc_client.py,Python logging
loguru.logger.info,logger.info,91,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\homo\strategy\stc_client.py,Python logging
loguru.logger.info,logger.info,130,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\homo\strategy\stc_client.py,Python logging
loguru.logger.info,logger.info,27,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\homo\strategy\stc_server.py,Python logging
loguru.logger.info,logger.info,66,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\homo\strategy\stc_server.py,Python logging
loguru.logger.info,logger.info,96,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\homo\strategy\stc_server.py,Python logging
loguru.logger.info,logger.info,91,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\homo\strategy\strategy_server.py,Python logging
loguru.logger.info,logger.info,123,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\homo\strategy\strategy_server.py,Python logging
loguru.logger.info,logger.info,134,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\homo\strategy\strategy_server.py,Python logging
loguru.logger.info,logger.info,144,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\homo\strategy\strategy_server.py,Python logging
loguru.logger.info,logger.info,159,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\homo\strategy\strategy_server.py,Python logging
loguru.logger.info,logger.info,67,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\homo\train_client.py,Python logging
loguru.logger.info,logger.info,71,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\homo\train_client.py,Python logging
loguru.logger.info,logger.info,74,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\homo\train_client.py,Python logging
loguru.logger.info,logger.info,85,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\homo\train_client.py,Python logging
loguru.logger.info,logger.info,99,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\homo\train_client.py,Python logging
loguru.logger.info,logger.info,102,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\homo\train_client.py,Python logging
loguru.logger.info,logger.info,137,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\homo\train_client.py,Python logging
loguru.logger.info,logger.info,147,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\homo\train_client.py,Python logging
loguru.logger.info,logger.info,164,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\homo\train_client.py,Python logging
loguru.logger.info,logger.info,166,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\homo\train_client.py,Python logging
loguru.logger.info,logger.info,178,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\homo\train_client.py,Python logging
loguru.logger.info,logger.info,223,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\business\homo\train_client.py,Python logging
loguru.logger.info,logger.info,81,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\communication\hetero\hetero_network.py,Python logging
loguru.logger.warning,logger.warning,94,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\communication\hetero\hetero_network.py,Python logging
loguru.logger.info,logger.info,36,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\communication\hetero\hetero_server.py,Python logging
loguru.logger.info,logger.info,33,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\communication\homo\homo_client.py,Python logging
loguru.logger.info,logger.info,46,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\communication\homo\homo_client.py,Python logging
loguru.logger.info,logger.info,83,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\communication\homo\homo_client.py,Python logging
loguru.logger.info,logger.info,46,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\communication\homo\homo_server.py,Python logging
loguru.logger.info,logger.info,49,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\communication\homo\homo_server.py,Python logging
loguru.logger.info,logger.info,60,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\communication\homo\homo_server.py,Python logging
loguru.logger.info,logger.info,86,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\communication\homo\homo_server.py,Python logging
loguru.logger.info,logger.info,89,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\communication\homo\homo_server.py,Python logging
loguru.logger.info,logger.info,100,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\communication\homo\homo_server.py,Python logging
loguru.logger.info,logger.info,114,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\communication\homo\homo_server.py,Python logging
loguru.logger.info,logger.info,63,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\communication\mpc\piss\piss_client.py,Python logging
loguru.logger.info,logger.info,66,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\communication\mpc\piss\piss_client.py,Python logging
loguru.logger.info,logger.info,59,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\communication\mpc\piss\piss_client_services.py,Python logging
loguru.logger.info,logger.info,63,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\communication\mpc\piss\piss_client_services.py,Python logging
loguru.logger.info,logger.info,154,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\communication\mpc\piss\piss_client_services.py,Python logging
loguru.logger.info,logger.info,157,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\communication\mpc\piss\piss_client_services.py,Python logging
loguru.logger.info,logger.info,167,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\communication\mpc\piss\piss_client_services.py,Python logging
loguru.logger.info,logger.info,186,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\communication\mpc\piss\piss_client_services.py,Python logging
loguru.logger.info,logger.info,189,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\communication\mpc\piss\piss_client_services.py,Python logging
loguru.logger.info,logger.info,199,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\communication\mpc\piss\piss_client_services.py,Python logging
loguru.logger.info,logger.info,226,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\communication\mpc\piss\piss_client_services.py,Python logging
loguru.logger.info,logger.info,229,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\communication\mpc\piss\piss_client_services.py,Python logging
loguru.logger.info,logger.info,239,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\communication\mpc\piss\piss_client_services.py,Python logging
loguru.logger.info,logger.info,263,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\communication\mpc\piss\piss_client_services.py,Python logging
loguru.logger.info,logger.info,265,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\communication\mpc\piss\piss_client_services.py,Python logging
loguru.logger.info,logger.info,268,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\communication\mpc\piss\piss_client_services.py,Python logging
loguru.logger.info,logger.info,281,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\communication\mpc\piss\piss_client_services.py,Python logging
loguru.logger.info,logger.info,283,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\communication\mpc\piss\piss_client_services.py,Python logging
loguru.logger.info,logger.info,286,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\communication\mpc\piss\piss_client_services.py,Python logging
loguru.logger.info,logger.info,45,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\communication\mpc\piss\piss_server.py,Python logging
loguru.logger.info,logger.info,48,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\communication\mpc\piss\piss_server.py,Python logging
loguru.logger.info,logger.info,108,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\communication\mpc\piss\piss_server.py,Python logging
loguru.logger.info,logger.info,111,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\communication\mpc\piss\piss_server.py,Python logging
loguru.logger.info,logger.info,121,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\communication\mpc\piss\piss_server.py,Python logging
loguru.logger.info,logger.info,139,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\communication\mpc\piss\piss_server.py,Python logging
loguru.logger.info,logger.info,142,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\communication\mpc\piss\piss_server.py,Python logging
loguru.logger.info,logger.info,152,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\communication\mpc\piss\piss_server.py,Python logging
loguru.logger.info,logger.info,170,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\communication\mpc\piss\piss_server.py,Python logging
loguru.logger.info,logger.info,173,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\communication\mpc\piss\piss_server.py,Python logging
loguru.logger.info,logger.info,183,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\communication\mpc\piss\piss_server.py,Python logging
loguru.logger.info,logger.info,36,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\communication\peer\peer_client.py,Python logging
loguru.logger.info,logger.info,39,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\communication\peer\peer_client.py,Python logging
loguru.logger.info,logger.info,55,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\communication\peer\peer_client.py,Python logging
loguru.logger.info,logger.info,36,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\communication\peer\peer_server.py,Python logging
loguru.logger.info,logger.info,46,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\iflytek\iflearner\iflearner\communication\peer\peer_server.py,Python logging
tensorboardX.SummaryWriter,SummaryWriter,154,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\intel\openfl\openfl\interface\interactive_api\experiment.py,TensorBoard
tensorboardX.SummaryWriter,SummaryWriter,17,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\intel\openfl\openfl\utilities\logs.py,TensorBoard
logging.log,logging.log,86,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\intel\openfl\openfl\utilities\utils.py,Python logging
openfl.native.logger.warning,fx.logger.warning,272,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\intel\openfl\openfl-tutorials\Federated_Pytorch_MNIST_custom_aggregation_Tutorial.py,Python logging
torch.utils.tensorboard.SummaryWriter,SummaryWriter,64,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\intel\openfl\openfl-tutorials\Federated_Pytorch_MNIST_Tutorial.py,TensorBoard
torch.utils.tensorboard.SummaryWriter,SummaryWriter,20,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\intel\openfl\openfl-workspace\torch_cnn_mnist\src\mnist_utils.py,TensorBoard
torch.utils.tensorboard.SummaryWriter,SummaryWriter,20,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\intel\openfl\openfl-workspace\torch_cnn_mnist_eden_compression\src\mnist_utils.py,TensorBoard
torch.utils.tensorboard.SummaryWriter,SummaryWriter,20,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\intel\openfl\openfl-workspace\torch_cnn_mnist_straggler_check\src\mnist_utils.py,TensorBoard
tensorboardX.SummaryWriter,SummaryWriter,171,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\ipc-lab\private-ml-for-health\private_training\src_secure_aggregation\FLDP_secure_aggregation.py,TensorBoard
wandb.log,wandb.log,214,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\kiddyboots216\dp-custom\dp_finetuning\finetune_classifier_dp.py,Weights & Biases
wandb.log,wandb.log,220,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\kiddyboots216\dp-custom\dp_finetuning\finetune_classifier_dp.py,Weights & Biases
wandb.log,wandb.log,289,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\kiddyboots216\dp-custom\dp_finetuning\finetune_classifier_dp.py,Weights & Biases
wandb.log,wandb.log,300,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\kiddyboots216\dp-custom\dp_finetuning\wilds_finetune_classifier_dp.py,Weights & Biases
logging.info,logging.info,112,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\knarflin\DMLS2020-FinalProj\mpc_linear_svm.py,Python logging
logging.info,logging.info,129,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\knarflin\DMLS2020-FinalProj\mpc_linear_svm.py,Python logging
logging.info,logging.info,385,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\knarflin\DMLS2020-FinalProj\mpc_linear_svm.py,Python logging
logging.info,logging.info,386,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\knarflin\DMLS2020-FinalProj\mpc_linear_svm.py,Python logging
logging.info,logging.info,387,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\knarflin\DMLS2020-FinalProj\mpc_linear_svm.py,Python logging
logging.info,logging.info,395,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\knarflin\DMLS2020-FinalProj\mpc_linear_svm.py,Python logging
logging.info,logging.info,396,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\knarflin\DMLS2020-FinalProj\mpc_linear_svm.py,Python logging
logging.info,logging.info,397,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\knarflin\DMLS2020-FinalProj\mpc_linear_svm.py,Python logging
logging.info,logging.info,401,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\knarflin\DMLS2020-FinalProj\mpc_linear_svm.py,Python logging
logging.info,logging.info,402,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\knarflin\DMLS2020-FinalProj\mpc_linear_svm.py,Python logging
logging.info,logging.info,403,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\knarflin\DMLS2020-FinalProj\mpc_linear_svm.py,Python logging
logging.info,logging.info,404,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\knarflin\DMLS2020-FinalProj\mpc_linear_svm.py,Python logging
logging.info,logging.info,407,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\knarflin\DMLS2020-FinalProj\mpc_linear_svm.py,Python logging
logging.info,logging.info,408,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\knarflin\DMLS2020-FinalProj\mpc_linear_svm.py,Python logging
logging.info,logging.info,409,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\knarflin\DMLS2020-FinalProj\mpc_linear_svm.py,Python logging
logging.info,logging.info,410,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\knarflin\DMLS2020-FinalProj\mpc_linear_svm.py,Python logging
logging.debug,logging.debug,68,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\lab156\arxivDownload\classifier_trainer\trainer.py,Python logging
logging.debug,logging.debug,103,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\lab156\arxivDownload\classifier_trainer\trainer.py,Python logging
logging.debug,logging.debug,104,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\lab156\arxivDownload\classifier_trainer\trainer.py,Python logging
logging.info,logging.info,149,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\lab156\arxivDownload\classifier_trainer\trainer.py,Python logging
logging.info,logging.info,73,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\lab156\arxivDownload\dload.py,Python logging
logging.debug,logging.debug,261,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\lab156\arxivDownload\latexml_err_mess_stats.py,Python logging
logging.info,logging.info,264,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\lab156\arxivDownload\latexml_err_mess_stats.py,Python logging
logging.debug,logging.debug,269,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\lab156\arxivDownload\latexml_err_mess_stats.py,Python logging
logging.warning,logging.warning,64,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\lab156\arxivDownload\MP_scripts\mpi_ner_clf.py,Python logging
