library,function,line,file,logging_type
logging.info,logging.info,140,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\CGCL-codes\FastCryptGPU\crypten\communicator\communicator.py,Python logging
logging.info,logging.info,141,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\CGCL-codes\FastCryptGPU\crypten\communicator\communicator.py,Python logging
logging.info,logging.info,142,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\CGCL-codes\FastCryptGPU\crypten\communicator\communicator.py,Python logging
logging.info,logging.info,143,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\CGCL-codes\FastCryptGPU\crypten\communicator\communicator.py,Python logging
logging.info,logging.info,45,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\CGCL-codes\FastCryptGPU\crypten\communicator\in_process_communicator.py,Python logging
logging.info,logging.info,46,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\CGCL-codes\FastCryptGPU\crypten\communicator\in_process_communicator.py,Python logging
logging.info,logging.info,47,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\CGCL-codes\FastCryptGPU\crypten\communicator\in_process_communicator.py,Python logging
logging.info,logging.info,49,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\CGCL-codes\FastCryptGPU\crypten\communicator\in_process_communicator.py,Python logging
logging.error,logging.error,93,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\CGCL-codes\FastCryptGPU\crypten\mpc\context.py,Python logging
logging.info,logging.info,161,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\CGCL-codes\FastCryptGPU\crypten\mpc\provider\ttp_provider.py,Python logging
logging.info,logging.info,240,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\CGCL-codes\FastCryptGPU\crypten\mpc\provider\ttp_provider.py,Python logging
logging.info,logging.info,245,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\CGCL-codes\FastCryptGPU\crypten\mpc\provider\ttp_provider.py,Python logging
logging.info,logging.info,248,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\CGCL-codes\FastCryptGPU\crypten\mpc\provider\ttp_provider.py,Python logging
logging.info,logging.info,263,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\CGCL-codes\FastCryptGPU\crypten\mpc\provider\ttp_provider.py,Python logging
tensorboard.compat.proto.attr_value_pb2.AttrValue,AttrValue,56,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\CGCL-codes\FastCryptGPU\crypten\nn\tensorboard.py,TensorBoard
tensorboard.compat.proto.versions_pb2.VersionDef,VersionDef,61,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\CGCL-codes\FastCryptGPU\crypten\nn\tensorboard.py,TensorBoard
logging.warning,logging.warning,154,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\chaitanya9899\dash_sample_app\dash-daq-iv-tracer\dash_daq_drivers\communication_utils.py,Python logging
logging.warning,logging.warning,23,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\chenfar\PP-CFMTl\crypten\common\functions\dropout.py,Python logging
logging.info,logging.info,92,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\chenfar\PP-CFMTl\crypten\common\serial.py,Python logging
logging.info,logging.info,44,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\chenfar\PP-CFMTl\crypten\communicator\distributed_communicator.py,Python logging
logging.info,logging.info,61,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\chenfar\PP-CFMTl\crypten\communicator\distributed_communicator.py,Python logging
logging.info,logging.info,45,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\chenfar\PP-CFMTl\crypten\communicator\in_process_communicator.py,Python logging
logging.info,logging.info,46,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\chenfar\PP-CFMTl\crypten\communicator\in_process_communicator.py,Python logging
logging.info,logging.info,47,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\chenfar\PP-CFMTl\crypten\communicator\in_process_communicator.py,Python logging
logging.info,logging.info,49,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\chenfar\PP-CFMTl\crypten\communicator\in_process_communicator.py,Python logging
logging.log,logging.log,67,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\chenfar\PP-CFMTl\crypten\debug\debug.py,Python logging
logging.warning,logging.warning,472,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\chenfar\PP-CFMTl\crypten\gradients.py,Python logging
logging.warning,logging.warning,508,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\chenfar\PP-CFMTl\crypten\gradients.py,Python logging
logging.warning,logging.warning,136,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\chenfar\PP-CFMTl\crypten\models\__init__.py,Python logging
logging.warning,logging.warning,144,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\chenfar\PP-CFMTl\crypten\models\__init__.py,Python logging
logging.warning,logging.warning,172,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\chenfar\PP-CFMTl\crypten\models\__init__.py,Python logging
logging.error,logging.error,93,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\chenfar\PP-CFMTl\crypten\mpc\context.py,Python logging
logging.error,logging.error,135,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\chenfar\PP-CFMTl\crypten\mpc\context.py,Python logging
logging.info,logging.info,373,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\chenfar\PP-CFMTl\crypten\mpc\provider\ttp_provider.py,Python logging
logging.info,logging.info,540,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\chenfar\PP-CFMTl\crypten\mpc\provider\ttp_provider.py,Python logging
logging.info,logging.info,545,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\chenfar\PP-CFMTl\crypten\mpc\provider\ttp_provider.py,Python logging
logging.info,logging.info,548,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\chenfar\PP-CFMTl\crypten\mpc\provider\ttp_provider.py,Python logging
logging.info,logging.info,646,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\chenfar\PP-CFMTl\crypten\mpc\provider\ttp_provider.py,Python logging
logging.info,logging.info,647,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\chenfar\PP-CFMTl\crypten\mpc\provider\ttp_provider.py,Python logging
logging.warning,logging.warning,1521,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\chenfar\PP-CFMTl\crypten\nn\module.py,Python logging
logging.warning,logging.warning,1550,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\chenfar\PP-CFMTl\crypten\nn\module.py,Python logging
logging.warning,logging.warning,2213,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\chenfar\PP-CFMTl\crypten\nn\module.py,Python logging
logging.warning,logging.warning,2267,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\chenfar\PP-CFMTl\crypten\nn\module.py,Python logging
logging.warning,logging.warning,2307,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\chenfar\PP-CFMTl\crypten\nn\module.py,Python logging
tensorboard.compat.proto.attr_value_pb2.AttrValue,AttrValue,57,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\chenfar\PP-CFMTl\crypten\nn\tensorboard.py,TensorBoard
tensorboard.compat.proto.versions_pb2.VersionDef,VersionDef,62,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\chenfar\PP-CFMTl\crypten\nn\tensorboard.py,TensorBoard
torch.utils.tensorboard.SummaryWriter,SummaryWriter,100,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\cleverhans-lab\Finding-Private-Bugs\opacus_wrong\utils\stats.py,TensorBoard
logging.info,logging.info,198,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\cleverhans-lab\private-multi-winner-voting\datasets\deprecated\chexpert\bin\train_chexpert.py,Python logging
logging.info,logging.info,251,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\cleverhans-lab\private-multi-winner-voting\datasets\deprecated\chexpert\bin\train_chexpert.py,Python logging
logging.info,logging.info,328,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\cleverhans-lab\private-multi-winner-voting\datasets\deprecated\chexpert\bin\train_chexpert.py,Python logging
logging.info,logging.info,436,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\cleverhans-lab\private-multi-winner-voting\datasets\deprecated\chexpert\bin\train_chexpert.py,Python logging
logging.info,logging.info,512,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\cleverhans-lab\private-multi-winner-voting\datasets\deprecated\chexpert\bin\train_chexpert.py,Python logging
tensorboardX.SummaryWriter,SummaryWriter,597,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\cleverhans-lab\private-multi-winner-voting\datasets\deprecated\chexpert\bin\train_chexpert.py,TensorBoard
logging.info,logging.info,23,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\examples\differential_privacy\customized_client.py,Python logging
logging.info,logging.info,96,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\examples\differential_privacy\customized_client.py,Python logging
logging.info,logging.info,98,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\examples\differential_privacy\customized_client.py,Python logging
logging.info,logging.info,20,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\examples\dry_run\customized_client.py,Python logging
logging.info,logging.info,70,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\examples\dry_run\customized_client.py,Python logging
logging.info,logging.info,72,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\examples\dry_run\customized_client.py,Python logging
fedscale.core.fllibs.logging.info,logging.info,36,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\examples\heterofl\customized_client.py,Python logging
fedscale.core.fllibs.logging.info,logging.info,40,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\examples\heterofl\customized_client.py,Python logging
fedscale.core.fllibs.logging.info,logging.info,55,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\examples\heterofl\customized_client.py,Python logging
fedscale.core.fllibs.logging.info,logging.info,76,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\examples\heterofl\customized_client.py,Python logging
fedscale.core.fllibs.logging.info,logging.info,87,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\examples\heterofl\customized_client.py,Python logging
fedscale.core.fllibs.logging.info,logging.info,89,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\examples\heterofl\customized_client.py,Python logging
logging.info,logging.info,18,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\examples\heterofl\customized_fllibs.py,Python logging
logging.info,logging.info,28,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\examples\localDP\customized_client.py,Python logging
logging.info,logging.info,109,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\examples\localDP\customized_client.py,Python logging
logging.info,logging.info,111,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\examples\localDP\customized_client.py,Python logging
logging.info,logging.info,29,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\examples\poisoning_setting\customized_client.py,Python logging
logging.info,logging.info,104,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\examples\poisoning_setting\customized_client.py,Python logging
logging.info,logging.info,106,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\examples\poisoning_setting\customized_client.py,Python logging
logging.info,logging.info,21,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\examples\tensorflow_engine\tf_client.py,Python logging
logging.info,logging.info,52,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\examples\tensorflow_engine\tf_client.py,Python logging
torch.utils.tensorboard.SummaryWriter,SummaryWriter,94,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\fedscale\core\aggregation\aggregator.py,TensorBoard
logging.info,logging.info,20,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\fedscale\core\channels\channel_context.py,Python logging
logging.info,logging.info,32,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\fedscale\core\channels\channel_context.py,Python logging
logging.info,logging.info,201,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\fedscale\core\client_manager.py,Python logging
logging.info,logging.info,32,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\fedscale\core\execution\client.py,Python logging
logging.info,logging.info,68,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\fedscale\core\execution\client.py,Python logging
logging.info,logging.info,70,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\fedscale\core\execution\client.py,Python logging
logging.info,logging.info,20,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\fedscale\core\execution\rlclient.py,Python logging
logging.info,logging.info,84,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\fedscale\core\execution\rlclient.py,Python logging
logging.info,logging.info,86,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\fedscale\core\execution\rlclient.py,Python logging
logging.info,logging.info,117,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\fedscale\core\execution\rlclient.py,Python logging
logging.info,logging.info,99,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\fedscale\core\fllibs.py,Python logging
logging.info,logging.info,162,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\fedscale\core\fllibs.py,Python logging
logging.info,logging.info,363,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\fedscale\core\fllibs.py,Python logging
logging.info,logging.info,61,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\fedscale\dataloaders\divide_data.py,Python logging
logging.info,logging.info,73,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\fedscale\dataloaders\divide_data.py,Python logging
logging.info,logging.info,104,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\fedscale\dataloaders\divide_data.py,Python logging
logging.error,logging.error,62,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\fedscale\dataloaders\nlp.py,Python logging
logging.info,logging.info,64,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\fedscale\dataloaders\nlp.py,Python logging
logging.info,logging.info,323,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\fedscale\dataloaders\rcnn\lib\datasets\pascal_voc.py,Python logging
logging.info,logging.info,31,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\fedscale\dataloaders\rcnn\lib\roi_data_layer\roidb.py,Python logging
logging.info,logging.info,38,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\fedscale\dataloaders\rcnn\lib\roi_data_layer\roidb.py,Python logging
logging.warning,logging.warning,647,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\fedscale\utils\models\cv_models\model_store.py,Python logging
logging.info,logging.info,650,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\fedscale\utils\models\cv_models\model_store.py,Python logging
logging.info,logging.info,279,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\fedscale\utils\model_test_module.py,Python logging
logging.info,logging.info,303,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\fedscale\utils\model_test_module.py,Python logging
logging.debug,logging.debug,196,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\thirdparty\oort\oort.py,Python logging
logging.debug,logging.debug,202,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\thirdparty\oort\oort.py,Python logging
logging.debug,logging.debug,204,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\thirdparty\oort\oort.py,Python logging
logging.info,logging.info,207,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\thirdparty\oort\oort.py,Python logging
logging.warning,logging.warning,243,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\thirdparty\oort\oort.py,Python logging
logging.info,logging.info,372,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\thirdparty\oort\oort.py,Python logging
logging.warning,logging.warning,126,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\thirdparty\oort\utils\lp.py,Python logging
logging.info,logging.info,160,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\continue-revolution\fedscale-experiment\thirdparty\oort\utils\lp.py,Python logging
logging.info,logging.info,176,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\data-science-on-aws-workshop-2021-06-28\03_automl\generated_module\candidate_data_processors\sagemaker_serve.py,Python logging
logging.info,logging.info,58,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\data-science-on-aws-workshop-2021-06-28\03_automl\notebooks\sagemaker_automl\common.py,Python logging
logging.info,logging.info,66,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\data-science-on-aws-workshop-2021-06-28\03_automl\notebooks\sagemaker_automl\common.py,Python logging
logging.info,logging.info,76,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\data-science-on-aws-workshop-2021-06-28\03_automl\notebooks\sagemaker_automl\interactive_runner.py,Python logging
logging.info,logging.info,130,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\data-science-on-aws-workshop-2021-06-28\03_automl\notebooks\sagemaker_automl\interactive_runner.py,Python logging
logging.info,logging.info,136,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\data-science-on-aws-workshop-2021-06-28\03_automl\notebooks\sagemaker_automl\interactive_runner.py,Python logging
logging.error,logging.error,140,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\data-science-on-aws-workshop-2021-06-28\03_automl\notebooks\sagemaker_automl\interactive_runner.py,Python logging
logging.info,logging.info,242,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\data-science-on-aws-workshop-2021-06-28\03_automl\notebooks\sagemaker_automl\interactive_runner.py,Python logging
logging.debug,logging.debug,400,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\data-science-on-aws-workshop-2021-06-28\05_explore\data-wrangler\99_GENERATED_Python_Code.py,Python logging
logging.debug,logging.debug,403,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\data-science-on-aws-workshop-2021-06-28\05_explore\data-wrangler\99_GENERATED_Python_Code.py,Python logging
logging.debug,logging.debug,406,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\data-science-on-aws-workshop-2021-06-28\05_explore\data-wrangler\99_GENERATED_Python_Code.py,Python logging
logging.debug,logging.debug,463,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\data-science-on-aws-workshop-2021-06-28\05_explore\data-wrangler\99_GENERATED_Python_Code.py,Python logging
logging.debug,logging.debug,465,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\data-science-on-aws-workshop-2021-06-28\05_explore\data-wrangler\99_GENERATED_Python_Code.py,Python logging
logging.debug,logging.debug,468,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\data-science-on-aws-workshop-2021-06-28\05_explore\data-wrangler\99_GENERATED_Python_Code.py,Python logging
logging.debug,logging.debug,528,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\data-science-on-aws-workshop-2021-06-28\05_explore\data-wrangler\99_GENERATED_Python_Code.py,Python logging
logging.error,logging.error,969,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\data-science-on-aws-workshop-2021-06-28\05_explore\data-wrangler\99_GENERATED_Python_Code.py,Python logging
logging.error,logging.error,1288,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\data-science-on-aws-workshop-2021-06-28\05_explore\data-wrangler\99_GENERATED_Python_Code.py,Python logging
logging.debug,logging.debug,404,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\data-science-on-aws-workshop-2021-06-28\06_prepare\data-wrangler\data_wrangler_antje.py,Python logging
logging.debug,logging.debug,407,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\data-science-on-aws-workshop-2021-06-28\06_prepare\data-wrangler\data_wrangler_antje.py,Python logging
logging.debug,logging.debug,410,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\data-science-on-aws-workshop-2021-06-28\06_prepare\data-wrangler\data_wrangler_antje.py,Python logging
logging.debug,logging.debug,467,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\data-science-on-aws-workshop-2021-06-28\06_prepare\data-wrangler\data_wrangler_antje.py,Python logging
logging.debug,logging.debug,469,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\data-science-on-aws-workshop-2021-06-28\06_prepare\data-wrangler\data_wrangler_antje.py,Python logging
logging.debug,logging.debug,472,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\data-science-on-aws-workshop-2021-06-28\06_prepare\data-wrangler\data_wrangler_antje.py,Python logging
logging.debug,logging.debug,532,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\data-science-on-aws-workshop-2021-06-28\06_prepare\data-wrangler\data_wrangler_antje.py,Python logging
logging.error,logging.error,973,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\data-science-on-aws-workshop-2021-06-28\06_prepare\data-wrangler\data_wrangler_antje.py,Python logging
logging.error,logging.error,1292,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\data-science-on-aws-workshop-2021-06-28\06_prepare\data-wrangler\data_wrangler_antje.py,Python logging
tensorflow.logging.info,tf.logging.info,332,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\data-science-on-aws-workshop-2021-06-28\07_train\archive\bert\src_bert_tf\amazon_run_classifier.py,Python logging
tensorflow.logging.info,tf.logging.info,333,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\data-science-on-aws-workshop-2021-06-28\07_train\archive\bert\src_bert_tf\amazon_run_classifier.py,Python logging
tensorflow.logging.info,tf.logging.info,334,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\data-science-on-aws-workshop-2021-06-28\07_train\archive\bert\src_bert_tf\amazon_run_classifier.py,Python logging
tensorflow.logging.info,tf.logging.info,336,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\data-science-on-aws-workshop-2021-06-28\07_train\archive\bert\src_bert_tf\amazon_run_classifier.py,Python logging
tensorflow.logging.info,tf.logging.info,337,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\data-science-on-aws-workshop-2021-06-28\07_train\archive\bert\src_bert_tf\amazon_run_classifier.py,Python logging
tensorflow.logging.info,tf.logging.info,338,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\data-science-on-aws-workshop-2021-06-28\07_train\archive\bert\src_bert_tf\amazon_run_classifier.py,Python logging
tensorflow.logging.info,tf.logging.info,340,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\data-science-on-aws-workshop-2021-06-28\07_train\archive\bert\src_bert_tf\amazon_run_classifier.py,Python logging
tensorflow.logging.info,tf.logging.info,365,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\data-science-on-aws-workshop-2021-06-28\07_train\archive\bert\src_bert_tf\amazon_run_classifier.py,Python logging
tensorflow.logging.info,tf.logging.info,516,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\data-science-on-aws-workshop-2021-06-28\07_train\archive\bert\src_bert_tf\amazon_run_classifier.py,Python logging
tensorflow.logging.info,tf.logging.info,518,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\data-science-on-aws-workshop-2021-06-28\07_train\archive\bert\src_bert_tf\amazon_run_classifier.py,Python logging
tensorflow.logging.info,tf.logging.info,552,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\data-science-on-aws-workshop-2021-06-28\07_train\archive\bert\src_bert_tf\amazon_run_classifier.py,Python logging
tensorflow.logging.info,tf.logging.info,557,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\data-science-on-aws-workshop-2021-06-28\07_train\archive\bert\src_bert_tf\amazon_run_classifier.py,Python logging
tensorflow.logging.info,tf.logging.info,659,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\data-science-on-aws-workshop-2021-06-28\07_train\archive\bert\src_bert_tf\amazon_run_classifier.py,Python logging
tensorflow.logging.info,tf.logging.info,753,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\data-science-on-aws-workshop-2021-06-28\07_train\archive\bert\src_bert_tf\amazon_run_classifier.py,Python logging
tensorflow.logging.info,tf.logging.info,754,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\data-science-on-aws-workshop-2021-06-28\07_train\archive\bert\src_bert_tf\amazon_run_classifier.py,Python logging
tensorflow.logging.info,tf.logging.info,755,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\data-science-on-aws-workshop-2021-06-28\07_train\archive\bert\src_bert_tf\amazon_run_classifier.py,Python logging
tensorflow.logging.info,tf.logging.info,756,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\data-science-on-aws-workshop-2021-06-28\07_train\archive\bert\src_bert_tf\amazon_run_classifier.py,Python logging
tensorflow.logging.info,tf.logging.info,780,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\data-science-on-aws-workshop-2021-06-28\07_train\archive\bert\src_bert_tf\amazon_run_classifier.py,Python logging
tensorflow.logging.info,tf.logging.info,781,C:\Users\fpatr\PycharmProjects\Fairness-library-paper./data/clones\data-science-on-aws-workshop-2021-06-28\07_train\archive\bert\src_bert_tf\amazon_run_classifier.py,Python logging
