,library_function_call,last_method_call,line,file,config,Responsable_AI_principles,Repos
5116,tensorflow_privacy.privacy.bolt_on.optimizers.BoltOn,opt.BoltOn,454,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\bolt_on\optimizers_test.py,privacy,Privacy,dp-tsc-baseline
5117,tensorflow_privacy.privacy.bolt_on.optimizers.BoltOn,opt.BoltOn,491,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\bolt_on\optimizers_test.py,privacy,Privacy,dp-tsc-baseline
5118,tensorflow_privacy.privacy.bolt_on.optimizers.BoltOn,opt.BoltOn,510,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\bolt_on\optimizers_test.py,privacy,Privacy,dp-tsc-baseline
5119,tensorflow_privacy.privacy.bolt_on.optimizers.GammaBetaDecreasingStep,opt.GammaBetaDecreasingStep,530,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\bolt_on\optimizers_test.py,privacy,Privacy,dp-tsc-baseline
5120,tensorflow_privacy.privacy.bolt_on.optimizers.GammaBetaDecreasingStep,opt.GammaBetaDecreasingStep,557,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\bolt_on\optimizers_test.py,privacy,Privacy,dp-tsc-baseline
5123,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,24,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\gaussian_query_test.py,privacy,Privacy,dp-tsc-baseline
5124,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,26,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\gaussian_query_test.py,privacy,Privacy,dp-tsc-baseline
5125,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,36,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\gaussian_query_test.py,privacy,Privacy,dp-tsc-baseline
5126,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,38,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\gaussian_query_test.py,privacy,Privacy,dp-tsc-baseline
5127,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,51,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\gaussian_query_test.py,privacy,Privacy,dp-tsc-baseline
5128,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,53,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\gaussian_query_test.py,privacy,Privacy,dp-tsc-baseline
5129,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,70,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\gaussian_query_test.py,privacy,Privacy,dp-tsc-baseline
5130,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,72,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\gaussian_query_test.py,privacy,Privacy,dp-tsc-baseline
5131,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,86,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\gaussian_query_test.py,privacy,Privacy,dp-tsc-baseline
5132,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,97,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\gaussian_query_test.py,privacy,Privacy,dp-tsc-baseline
5133,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianAverageQuery,gaussian_query.GaussianAverageQuery,112,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\gaussian_query_test.py,privacy,Privacy,dp-tsc-baseline
5134,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,114,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\gaussian_query_test.py,privacy,Privacy,dp-tsc-baseline
5135,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianAverageQuery,gaussian_query.GaussianAverageQuery,125,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\gaussian_query_test.py,privacy,Privacy,dp-tsc-baseline
5136,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,127,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\gaussian_query_test.py,privacy,Privacy,dp-tsc-baseline
5137,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,142,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\gaussian_query_test.py,privacy,Privacy,dp-tsc-baseline
5138,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,144,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\gaussian_query_test.py,privacy,Privacy,dp-tsc-baseline
5139,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,18,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,dp-tsc-baseline
5140,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,25,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,dp-tsc-baseline
5141,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,27,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,dp-tsc-baseline
5142,tensorflow_privacy.privacy.dp_query.nested_query.NestedQuery,nested_query.NestedQuery,30,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,dp-tsc-baseline
5143,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,35,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,dp-tsc-baseline
5144,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianAverageQuery,gaussian_query.GaussianAverageQuery,42,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,dp-tsc-baseline
5145,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianAverageQuery,gaussian_query.GaussianAverageQuery,44,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,dp-tsc-baseline
5146,tensorflow_privacy.privacy.dp_query.nested_query.NestedQuery,nested_query.NestedQuery,47,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,dp-tsc-baseline
5147,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,52,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,dp-tsc-baseline
5148,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianAverageQuery,gaussian_query.GaussianAverageQuery,59,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,dp-tsc-baseline
5149,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianAverageQuery,gaussian_query.GaussianAverageQuery,61,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,dp-tsc-baseline
5150,tensorflow_privacy.privacy.dp_query.nested_query.NestedQuery,nested_query.NestedQuery,64,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,dp-tsc-baseline
5151,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,69,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,dp-tsc-baseline
5152,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,76,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,dp-tsc-baseline
5153,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianAverageQuery,gaussian_query.GaussianAverageQuery,78,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,dp-tsc-baseline
5154,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,80,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,dp-tsc-baseline
5155,tensorflow_privacy.privacy.dp_query.nested_query.NestedQuery,nested_query.NestedQuery,83,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,dp-tsc-baseline
5156,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,89,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,dp-tsc-baseline
5157,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,99,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,dp-tsc-baseline
5158,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianAverageQuery,gaussian_query.GaussianAverageQuery,101,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,dp-tsc-baseline
5159,tensorflow_privacy.privacy.dp_query.nested_query.NestedQuery,nested_query.NestedQuery,103,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,dp-tsc-baseline
5160,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,108,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,dp-tsc-baseline
5161,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,126,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,dp-tsc-baseline
5162,tensorflow_privacy.privacy.dp_query.nested_query.NestedQuery,nested_query.NestedQuery,126,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\nested_query_test.py,privacy,Privacy,dp-tsc-baseline
5163,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,22,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\normalized_query_test.py,privacy,Privacy,dp-tsc-baseline
5164,tensorflow_privacy.privacy.dp_query.normalized_query.NormalizedQuery,normalized_query.NormalizedQuery,24,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\normalized_query_test.py,privacy,Privacy,dp-tsc-baseline
5165,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,27,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\normalized_query_test.py,privacy,Privacy,dp-tsc-baseline
5166,tensorflow_privacy.privacy.dp_query.no_privacy_query.NoPrivacySumQuery,no_privacy_query.NoPrivacySumQuery,22,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\no_privacy_query_test.py,privacy,Privacy,dp-tsc-baseline
5167,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,23,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\no_privacy_query_test.py,privacy,Privacy,dp-tsc-baseline
5168,tensorflow_privacy.privacy.dp_query.no_privacy_query.NoPrivacyAverageQuery,no_privacy_query.NoPrivacyAverageQuery,33,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\no_privacy_query_test.py,privacy,Privacy,dp-tsc-baseline
5169,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,34,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\no_privacy_query_test.py,privacy,Privacy,dp-tsc-baseline
5170,tensorflow_privacy.privacy.dp_query.no_privacy_query.NoPrivacyAverageQuery,no_privacy_query.NoPrivacyAverageQuery,46,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\no_privacy_query_test.py,privacy,Privacy,dp-tsc-baseline
5171,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,47,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\no_privacy_query_test.py,privacy,Privacy,dp-tsc-baseline
5172,tensorflow_privacy.privacy.dp_query.no_privacy_query.NoPrivacySumQuery,no_privacy_query.NoPrivacySumQuery,58,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\no_privacy_query_test.py,privacy,Privacy,dp-tsc-baseline
5173,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,60,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\no_privacy_query_test.py,privacy,Privacy,dp-tsc-baseline
5174,tensorflow_privacy.privacy.dp_query.quantile_estimator_query.QuantileEstimatorQuery,quantile_estimator_query.QuantileEstimatorQuery,77,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query.py,privacy,Privacy,dp-tsc-baseline
5175,tensorflow_privacy.privacy.dp_query.gaussian_query.GaussianSumQuery,gaussian_query.GaussianSumQuery,85,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query.py,privacy,Privacy,dp-tsc-baseline
5176,tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,27,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,dp-tsc-baseline
5177,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,34,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,dp-tsc-baseline
5178,tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,43,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,dp-tsc-baseline
5179,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,51,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,dp-tsc-baseline
5180,tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,61,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,dp-tsc-baseline
5181,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,71,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,dp-tsc-baseline
5182,tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipAverageQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipAverageQuery,81,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,dp-tsc-baseline
5183,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,89,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,dp-tsc-baseline
5184,tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipAverageQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipAverageQuery,100,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,dp-tsc-baseline
5185,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,111,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,dp-tsc-baseline
5186,tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,122,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,dp-tsc-baseline
5187,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,144,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,dp-tsc-baseline
5188,tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,156,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,dp-tsc-baseline
5189,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,180,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,dp-tsc-baseline
5190,tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,192,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,dp-tsc-baseline
5191,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,214,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,dp-tsc-baseline
5192,tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,226,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,dp-tsc-baseline
5193,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,250,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,dp-tsc-baseline
5194,tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,270,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,dp-tsc-baseline
5195,tensorflow_privacy.privacy.dp_query.test_utils.run_query,test_utils.run_query,282,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,dp-tsc-baseline
5196,tensorflow_privacy.privacy.dp_query.quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,quantile_adaptive_clip_sum_query.QuantileAdaptiveClipSumQuery,303,riku1212\dp-tsc-baseline\privacy\tensorflow_privacy\privacy\dp_query\quantile_adaptive_clip_sum_query_test.py,privacy,Privacy,dp-tsc-baseline
